"","date","hits","keyword","geo"
"1371",2021-07-25,17,"Elkay","US-MA"
"1372",2019-01-13,58,"Elkay","US-MI"
"1373",2019-01-20,38,"Elkay","US-MI"
"1374",2019-01-27,38,"Elkay","US-MI"
"1375",2019-02-03,19,"Elkay","US-MI"
"1376",2019-02-10,19,"Elkay","US-MI"
"1377",2019-02-17,19,"Elkay","US-MI"
"1378",2019-03-03,60,"Elkay","US-MI"
"1379",2019-03-17,78,"Elkay","US-MI"
"1380",2019-03-24,20,"Elkay","US-MI"
"1381",2019-04-07,100,"Elkay","US-MI"
"1382",2019-04-14,20,"Elkay","US-MI"
"1383",2019-04-28,20,"Elkay","US-MI"
"1384",2019-05-05,20,"Elkay","US-MI"
"1385",2019-05-12,62,"Elkay","US-MI"
"1386",2019-05-19,38,"Elkay","US-MI"
"1387",2019-05-26,60,"Elkay","US-MI"
"1388",2019-06-02,39,"Elkay","US-MI"
"1389",2019-06-09,98,"Elkay","US-MI"
"1390",2019-06-16,41,"Elkay","US-MI"
"1391",2019-06-23,62,"Elkay","US-MI"
"1392",2019-07-07,40,"Elkay","US-MI"
"1393",2019-07-14,20,"Elkay","US-MI"
"1394",2019-07-21,40,"Elkay","US-MI"
"1395",2019-07-28,20,"Elkay","US-MI"
"1396",2019-08-04,41,"Elkay","US-MI"
"1397",2019-08-11,40,"Elkay","US-MI"
"1398",2019-08-18,20,"Elkay","US-MI"
"1399",2019-09-01,18,"Elkay","US-MI"
"1400",2019-09-08,51,"Elkay","US-MI"
"1401",2019-09-15,18,"Elkay","US-MI"
"1402",2019-09-22,36,"Elkay","US-MI"
"1403",2019-09-29,18,"Elkay","US-MI"
"1404",2019-10-06,19,"Elkay","US-MI"
"1405",2019-10-13,19,"Elkay","US-MI"
"1406",2019-10-20,54,"Elkay","US-MI"
"1407",2019-10-27,36,"Elkay","US-MI"
"1408",2019-11-03,53,"Elkay","US-MI"
"1409",2019-11-24,35,"Elkay","US-MI"
"1410",2019-12-01,33,"Elkay","US-MI"
"1411",2019-12-08,33,"Elkay","US-MI"
"1412",2019-12-22,20,"Elkay","US-MI"
"1413",2019-12-29,36,"Elkay","US-MI"
"1414",2020-01-12,17,"Elkay","US-MI"
"1415",2020-01-19,52,"Elkay","US-MI"
"1416",2020-01-26,50,"Elkay","US-MI"
"1417",2020-02-02,17,"Elkay","US-MI"
"1418",2020-02-09,35,"Elkay","US-MI"
"1419",2020-02-23,17,"Elkay","US-MI"
"1420",2020-03-01,17,"Elkay","US-MI"
"1421",2020-03-08,33,"Elkay","US-MI"
"1422",2020-03-15,15,"Elkay","US-MI"
"1423",2020-03-22,14,"Elkay","US-MI"
"1424",2020-03-29,15,"Elkay","US-MI"
"1425",2020-04-05,15,"Elkay","US-MI"
"1426",2020-05-03,15,"Elkay","US-MI"
"1427",2020-05-10,15,"Elkay","US-MI"
"1428",2020-05-17,30,"Elkay","US-MI"
"1429",2020-05-24,47,"Elkay","US-MI"
"1430",2020-06-07,15,"Elkay","US-MI"
"1431",2020-06-14,48,"Elkay","US-MI"
"1432",2020-06-21,16,"Elkay","US-MI"
"1433",2020-06-28,16,"Elkay","US-MI"
"1434",2020-07-05,32,"Elkay","US-MI"
"1435",2020-07-12,16,"Elkay","US-MI"
"1436",2020-07-19,33,"Elkay","US-MI"
"1437",2020-08-09,17,"Elkay","US-MI"
"1438",2020-08-23,33,"Elkay","US-MI"
"1439",2020-08-30,16,"Elkay","US-MI"
"1440",2020-09-13,16,"Elkay","US-MI"
"1441",2020-10-04,17,"Elkay","US-MI"
"1442",2020-10-11,38,"Elkay","US-MI"
"1443",2020-10-25,38,"Elkay","US-MI"
"1444",2020-11-08,18,"Elkay","US-MI"
"1445",2020-11-15,19,"Elkay","US-MI"
"1446",2020-11-22,19,"Elkay","US-MI"
"1447",2020-11-29,18,"Elkay","US-MI"
"1448",2020-12-13,37,"Elkay","US-MI"
"1449",2020-12-27,37,"Elkay","US-MI"
"1450",2021-01-03,35,"Elkay","US-MI"
"1451",2021-01-10,36,"Elkay","US-MI"
"1452",2021-01-17,18,"Elkay","US-MI"
"1453",2021-01-24,55,"Elkay","US-MI"
"1454",2021-01-31,19,"Elkay","US-MI"
"1455",2021-02-14,38,"Elkay","US-MI"
"1456",2021-03-07,38,"Elkay","US-MI"
"1457",2021-03-14,35,"Elkay","US-MI"
"1458",2021-04-04,57,"Elkay","US-MI"
"1459",2021-04-11,19,"Elkay","US-MI"
"1460",2021-04-25,56,"Elkay","US-MI"
"1461",2021-05-02,38,"Elkay","US-MI"
"1462",2021-05-09,19,"Elkay","US-MI"
"1463",2021-05-16,19,"Elkay","US-MI"
"1464",2021-06-20,38,"Elkay","US-MI"
"1465",2021-06-27,19,"Elkay","US-MI"
"1466",2021-07-04,98,"Elkay","US-MI"
"1467",2021-07-11,38,"Elkay","US-MI"
"1468",2021-07-18,19,"Elkay","US-MI"
"1469",2021-07-25,19,"Elkay","US-MI"
"1470",2019-01-06,100,"Elkay","US-MN"
"1471",2019-01-13,50,"Elkay","US-MN"
"1472",2019-01-27,33,"Elkay","US-MN"
"1473",2019-02-10,17,"Elkay","US-MN"
"1474",2019-02-17,17,"Elkay","US-MN"
"1475",2019-02-24,16,"Elkay","US-MN"
"1476",2019-03-03,34,"Elkay","US-MN"
"1477",2019-03-10,34,"Elkay","US-MN"
"1478",2019-03-17,17,"Elkay","US-MN"
"1479",2019-03-31,17,"Elkay","US-MN"
"1480",2019-04-07,16,"Elkay","US-MN"
"1481",2019-04-14,17,"Elkay","US-MN"
"1482",2019-04-21,68,"Elkay","US-MN"
"1483",2019-04-28,50,"Elkay","US-MN"
"1484",2019-05-12,17,"Elkay","US-MN"
"1485",2019-05-19,17,"Elkay","US-MN"
"1486",2019-05-26,35,"Elkay","US-MN"
"1487",2019-06-09,52,"Elkay","US-MN"
"1488",2019-06-23,18,"Elkay","US-MN"
"1489",2019-07-07,51,"Elkay","US-MN"
"1490",2019-07-14,17,"Elkay","US-MN"
"1491",2019-07-21,18,"Elkay","US-MN"
"1492",2019-07-28,52,"Elkay","US-MN"
"1493",2019-08-04,17,"Elkay","US-MN"
"1494",2019-08-11,17,"Elkay","US-MN"
"1495",2019-08-18,51,"Elkay","US-MN"
"1496",2019-08-25,50,"Elkay","US-MN"
"1497",2019-09-15,60,"Elkay","US-MN"
"1498",2019-10-06,16,"Elkay","US-MN"
"1499",2019-10-13,32,"Elkay","US-MN"
"1500",2019-10-27,15,"Elkay","US-MN"
"1501",2019-11-17,15,"Elkay","US-MN"
"1502",2019-12-08,58,"Elkay","US-MN"
"1503",2020-01-05,15,"Elkay","US-MN"
"1504",2020-01-12,13,"Elkay","US-MN"
"1505",2020-01-19,44,"Elkay","US-MN"
"1506",2020-01-26,46,"Elkay","US-MN"
"1507",2020-02-02,30,"Elkay","US-MN"
"1508",2020-02-09,15,"Elkay","US-MN"
"1509",2020-02-23,15,"Elkay","US-MN"
"1510",2020-03-08,15,"Elkay","US-MN"
"1511",2020-03-15,42,"Elkay","US-MN"
"1512",2020-03-29,26,"Elkay","US-MN"
"1513",2020-04-05,13,"Elkay","US-MN"
"1514",2020-04-19,38,"Elkay","US-MN"
"1515",2020-04-26,13,"Elkay","US-MN"
"1516",2020-05-03,13,"Elkay","US-MN"
"1517",2020-05-24,28,"Elkay","US-MN"
"1518",2020-06-07,28,"Elkay","US-MN"
"1519",2020-06-21,29,"Elkay","US-MN"
"1520",2020-06-28,15,"Elkay","US-MN"
"1521",2020-07-12,45,"Elkay","US-MN"
"1522",2020-07-19,31,"Elkay","US-MN"
"1523",2020-07-26,30,"Elkay","US-MN"
"1524",2020-08-02,30,"Elkay","US-MN"
"1525",2020-08-09,15,"Elkay","US-MN"
"1526",2020-08-16,62,"Elkay","US-MN"
"1527",2020-08-23,30,"Elkay","US-MN"
"1528",2020-08-30,15,"Elkay","US-MN"
"1529",2020-09-13,29,"Elkay","US-MN"
"1530",2020-09-27,15,"Elkay","US-MN"
"1531",2020-10-04,16,"Elkay","US-MN"
"1532",2020-10-11,35,"Elkay","US-MN"
"1533",2020-11-01,14,"Elkay","US-MN"
"1534",2020-11-22,16,"Elkay","US-MN"
"1535",2020-11-29,64,"Elkay","US-MN"
"1536",2020-12-13,16,"Elkay","US-MN"
"1537",2020-12-20,35,"Elkay","US-MN"
"1538",2021-01-03,32,"Elkay","US-MN"
"1539",2021-01-10,16,"Elkay","US-MN"
"1540",2021-01-17,32,"Elkay","US-MN"
"1541",2021-01-24,50,"Elkay","US-MN"
"1542",2021-01-31,65,"Elkay","US-MN"
"1543",2021-02-07,33,"Elkay","US-MN"
"1544",2021-02-14,17,"Elkay","US-MN"
"1545",2021-02-28,17,"Elkay","US-MN"
"1546",2021-03-07,34,"Elkay","US-MN"
"1547",2021-03-14,31,"Elkay","US-MN"
"1548",2021-03-21,67,"Elkay","US-MN"
"1549",2021-03-28,17,"Elkay","US-MN"
"1550",2021-04-04,17,"Elkay","US-MN"
"1551",2021-04-11,17,"Elkay","US-MN"
"1552",2021-04-25,34,"Elkay","US-MN"
"1553",2021-05-02,17,"Elkay","US-MN"
"1554",2021-05-16,17,"Elkay","US-MN"
"1555",2021-06-06,53,"Elkay","US-MN"
"1556",2021-06-13,18,"Elkay","US-MN"
"1557",2021-06-27,18,"Elkay","US-MN"
"1558",2021-07-04,18,"Elkay","US-MN"
"1559",2021-07-25,53,"Elkay","US-MN"
"1560",2019-02-03,38,"Elkay","US-MS"
"1561",2019-03-31,39,"Elkay","US-MS"
"1562",2019-04-07,39,"Elkay","US-MS"
"1563",2019-06-16,41,"Elkay","US-MS"
"1564",2019-06-23,41,"Elkay","US-MS"
"1565",2019-08-04,41,"Elkay","US-MS"
"1566",2019-09-01,36,"Elkay","US-MS"
"1567",2019-10-13,37,"Elkay","US-MS"
"1568",2019-10-20,31,"Elkay","US-MS"
"1569",2019-10-27,23,"Elkay","US-MS"
"1570",2020-02-02,32,"Elkay","US-MS"
"1571",2020-02-16,32,"Elkay","US-MS"
"1572",2020-03-22,31,"Elkay","US-MS"
"1573",2020-06-28,33,"Elkay","US-MS"
"1574",2020-07-19,33,"Elkay","US-MS"
"1575",2021-01-10,33,"Elkay","US-MS"
"1576",2021-01-17,100,"Elkay","US-MS"
"1577",2021-01-31,34,"Elkay","US-MS"
"1578",2021-03-07,35,"Elkay","US-MS"
"1579",2021-04-25,35,"Elkay","US-MS"
"1580",2021-05-02,35,"Elkay","US-MS"
"1581",2021-07-25,36,"Elkay","US-MS"
"1582",2019-01-13,32,"Elkay","US-MO"
"1583",2019-01-27,95,"Elkay","US-MO"
"1584",2019-02-17,31,"Elkay","US-MO"
"1585",2019-02-24,63,"Elkay","US-MO"
"1586",2019-03-03,63,"Elkay","US-MO"
"1587",2019-03-17,33,"Elkay","US-MO"
"1588",2019-03-31,66,"Elkay","US-MO"
"1589",2019-04-07,33,"Elkay","US-MO"
"1590",2019-04-14,33,"Elkay","US-MO"
"1591",2019-04-28,33,"Elkay","US-MO"
"1592",2019-05-19,34,"Elkay","US-MO"
"1593",2019-06-02,34,"Elkay","US-MO"
"1594",2019-06-09,35,"Elkay","US-MO"
"1595",2019-06-23,68,"Elkay","US-MO"
"1596",2019-07-14,34,"Elkay","US-MO"
"1597",2019-08-18,32,"Elkay","US-MO"
"1598",2019-09-01,31,"Elkay","US-MO"
"1599",2019-09-08,31,"Elkay","US-MO"
"1600",2019-10-06,30,"Elkay","US-MO"
"1601",2019-11-03,27,"Elkay","US-MO"
"1602",2019-11-10,26,"Elkay","US-MO"
"1603",2019-11-17,50,"Elkay","US-MO"
"1604",2019-12-29,31,"Elkay","US-MO"
"1605",2020-01-05,29,"Elkay","US-MO"
"1606",2020-01-26,29,"Elkay","US-MO"
"1607",2020-02-02,84,"Elkay","US-MO"
"1608",2020-02-09,86,"Elkay","US-MO"
"1609",2020-02-23,28,"Elkay","US-MO"
"1610",2020-03-01,57,"Elkay","US-MO"
"1611",2020-03-08,84,"Elkay","US-MO"
"1612",2020-03-22,53,"Elkay","US-MO"
"1613",2020-03-29,26,"Elkay","US-MO"
"1614",2020-04-05,53,"Elkay","US-MO"
"1615",2020-04-19,25,"Elkay","US-MO"
"1616",2020-04-26,26,"Elkay","US-MO"
"1617",2020-05-03,26,"Elkay","US-MO"
"1618",2020-05-10,26,"Elkay","US-MO"
"1619",2020-06-07,27,"Elkay","US-MO"
"1620",2020-06-14,28,"Elkay","US-MO"
"1621",2020-06-21,29,"Elkay","US-MO"
"1622",2020-07-05,30,"Elkay","US-MO"
"1623",2020-07-12,59,"Elkay","US-MO"
"1624",2020-07-19,59,"Elkay","US-MO"
"1625",2020-08-09,90,"Elkay","US-MO"
"1626",2020-08-16,61,"Elkay","US-MO"
"1627",2020-09-06,28,"Elkay","US-MO"
"1628",2020-09-13,28,"Elkay","US-MO"
"1629",2020-09-20,57,"Elkay","US-MO"
"1630",2020-09-27,30,"Elkay","US-MO"
"1631",2020-10-11,100,"Elkay","US-MO"
"1632",2020-10-18,33,"Elkay","US-MO"
"1633",2020-10-25,67,"Elkay","US-MO"
"1634",2020-11-01,56,"Elkay","US-MO"
"1635",2020-11-15,66,"Elkay","US-MO"
"1636",2020-11-22,33,"Elkay","US-MO"
"1637",2020-11-29,32,"Elkay","US-MO"
"1638",2020-12-06,32,"Elkay","US-MO"
"1639",2020-12-13,33,"Elkay","US-MO"
"1640",2021-01-03,31,"Elkay","US-MO"
"1641",2021-01-17,32,"Elkay","US-MO"
"1642",2021-01-24,64,"Elkay","US-MO"
"1643",2021-01-31,32,"Elkay","US-MO"
"1644",2021-02-28,33,"Elkay","US-MO"
"1645",2021-03-14,30,"Elkay","US-MO"
"1646",2021-03-28,33,"Elkay","US-MO"
"1647",2021-04-11,33,"Elkay","US-MO"
"1648",2021-04-25,34,"Elkay","US-MO"
"1649",2021-05-02,34,"Elkay","US-MO"
"1650",2021-05-09,68,"Elkay","US-MO"
"1651",2021-05-16,67,"Elkay","US-MO"
"1652",2021-05-30,35,"Elkay","US-MO"
"1653",2021-06-06,34,"Elkay","US-MO"
"1654",2021-06-13,34,"Elkay","US-MO"
"1655",2021-06-20,34,"Elkay","US-MO"
"1656",2021-06-27,34,"Elkay","US-MO"
"1657",2021-07-11,34,"Elkay","US-MO"
"1658",2019-02-24,48,"Elkay","US-MT"
"1659",2019-05-26,52,"Elkay","US-MT"
"1660",2019-06-02,100,"Elkay","US-MT"
"1661",2019-06-23,50,"Elkay","US-MT"
"1662",2019-07-14,50,"Elkay","US-MT"
"1663",2019-08-25,47,"Elkay","US-MT"
"1664",2019-10-20,46,"Elkay","US-MT"
"1665",2019-11-03,47,"Elkay","US-MT"
"1666",2019-11-17,45,"Elkay","US-MT"
"1667",2019-12-01,90,"Elkay","US-MT"
"1668",2020-02-23,42,"Elkay","US-MT"
"1669",2020-03-01,83,"Elkay","US-MT"
"1670",2020-03-22,36,"Elkay","US-MT"
"1671",2020-05-31,39,"Elkay","US-MT"
"1672",2020-07-19,41,"Elkay","US-MT"
"1673",2020-08-16,40,"Elkay","US-MT"
"1674",2021-05-02,47,"Elkay","US-MT"
"1675",2021-05-16,47,"Elkay","US-MT"
"1676",2019-01-27,48,"Elkay","US-NE"
"1677",2019-02-24,47,"Elkay","US-NE"
"1678",2019-03-03,48,"Elkay","US-NE"
"1679",2019-08-04,55,"Elkay","US-NE"
"1680",2019-08-25,46,"Elkay","US-NE"
"1681",2019-10-06,46,"Elkay","US-NE"
"1682",2019-10-13,46,"Elkay","US-NE"
"1683",2019-11-03,45,"Elkay","US-NE"
"1684",2019-11-24,46,"Elkay","US-NE"
"1685",2019-12-01,90,"Elkay","US-NE"
"1686",2019-12-08,45,"Elkay","US-NE"
"1687",2020-01-12,85,"Elkay","US-NE"
"1688",2020-01-26,43,"Elkay","US-NE"
"1689",2020-02-02,43,"Elkay","US-NE"
"1690",2020-02-23,41,"Elkay","US-NE"
"1691",2020-03-29,40,"Elkay","US-NE"
"1692",2020-05-03,79,"Elkay","US-NE"
"1693",2020-06-14,88,"Elkay","US-NE"
"1694",2020-07-05,46,"Elkay","US-NE"
"1695",2020-07-19,47,"Elkay","US-NE"
"1696",2020-08-02,47,"Elkay","US-NE"
"1697",2020-08-23,42,"Elkay","US-NE"
"1698",2020-11-15,49,"Elkay","US-NE"
"1699",2020-11-29,48,"Elkay","US-NE"
"1700",2020-12-06,98,"Elkay","US-NE"
"1701",2021-01-10,49,"Elkay","US-NE"
"1702",2021-02-28,100,"Elkay","US-NE"
"1703",2021-04-25,50,"Elkay","US-NE"
"1704",2021-06-06,51,"Elkay","US-NE"
"1705",2021-07-04,53,"Elkay","US-NE"
"1706",2021-07-25,51,"Elkay","US-NE"
"1707",2019-01-06,49,"Elkay","US-NV"
"1708",2019-04-07,50,"Elkay","US-NV"
"1709",2019-04-21,100,"Elkay","US-NV"
"1710",2019-04-28,49,"Elkay","US-NV"
"1711",2019-05-12,49,"Elkay","US-NV"
"1712",2019-08-04,49,"Elkay","US-NV"
"1713",2019-09-29,91,"Elkay","US-NV"
"1714",2019-10-13,45,"Elkay","US-NV"
"1715",2019-11-17,45,"Elkay","US-NV"
"1716",2019-12-08,46,"Elkay","US-NV"
"1717",2019-12-15,94,"Elkay","US-NV"
"1718",2020-01-05,45,"Elkay","US-NV"
"1719",2020-01-26,43,"Elkay","US-NV"
"1720",2020-02-02,89,"Elkay","US-NV"
"1721",2020-02-09,44,"Elkay","US-NV"
"1722",2020-03-29,40,"Elkay","US-NV"
"1723",2020-04-12,39,"Elkay","US-NV"
"1724",2020-04-26,39,"Elkay","US-NV"
"1725",2020-05-10,40,"Elkay","US-NV"
"1726",2020-08-02,84,"Elkay","US-NV"
"1727",2020-08-16,42,"Elkay","US-NV"
"1728",2020-09-06,40,"Elkay","US-NV"
"1729",2020-09-27,43,"Elkay","US-NV"
"1730",2020-10-04,88,"Elkay","US-NV"
"1731",2020-10-25,48,"Elkay","US-NV"
"1732",2020-11-01,39,"Elkay","US-NV"
"1733",2020-11-08,45,"Elkay","US-NV"
"1734",2020-12-06,45,"Elkay","US-NV"
"1735",2020-12-27,44,"Elkay","US-NV"
"1736",2021-01-03,44,"Elkay","US-NV"
"1737",2021-01-31,45,"Elkay","US-NV"
"1738",2021-03-14,41,"Elkay","US-NV"
"1739",2021-03-28,45,"Elkay","US-NV"
"1740",2021-05-02,44,"Elkay","US-NV"
"1741",2021-05-16,44,"Elkay","US-NV"
"1742",2021-06-20,44,"Elkay","US-NV"
"1743",2021-07-11,87,"Elkay","US-NV"
"1744",2019-02-03,32,"Elkay","US-NH"
"1745",2019-03-03,33,"Elkay","US-NH"
"1746",2019-03-10,34,"Elkay","US-NH"
"1747",2019-05-12,100,"Elkay","US-NH"
"1748",2019-06-02,64,"Elkay","US-NH"
"1749",2019-06-30,34,"Elkay","US-NH"
"1750",2019-07-14,33,"Elkay","US-NH"
"1751",2019-07-28,68,"Elkay","US-NH"
"1752",2019-09-01,31,"Elkay","US-NH"
"1753",2019-09-08,31,"Elkay","US-NH"
"1754",2019-11-03,62,"Elkay","US-NH"
"1755",2019-11-10,93,"Elkay","US-NH"
"1756",2019-12-01,31,"Elkay","US-NH"
"1757",2019-12-08,31,"Elkay","US-NH"
"1758",2020-01-05,30,"Elkay","US-NH"
"1759",2020-02-02,29,"Elkay","US-NH"
"1760",2020-03-29,23,"Elkay","US-NH"
"1761",2020-05-24,25,"Elkay","US-NH"
"1762",2020-06-14,27,"Elkay","US-NH"
"1763",2020-07-05,27,"Elkay","US-NH"
"1764",2020-07-12,27,"Elkay","US-NH"
"1765",2020-08-16,55,"Elkay","US-NH"
"1766",2020-08-23,27,"Elkay","US-NH"
"1767",2020-09-06,27,"Elkay","US-NH"
"1768",2020-09-20,53,"Elkay","US-NH"
"1769",2020-09-27,27,"Elkay","US-NH"
"1770",2020-10-18,31,"Elkay","US-NH"
"1771",2020-12-13,31,"Elkay","US-NH"
"1772",2020-12-20,32,"Elkay","US-NH"
"1773",2021-01-10,30,"Elkay","US-NH"
"1774",2021-02-21,31,"Elkay","US-NH"
"1775",2021-03-07,31,"Elkay","US-NH"
"1776",2021-03-14,28,"Elkay","US-NH"
"1777",2021-04-11,31,"Elkay","US-NH"
"1778",2021-04-25,31,"Elkay","US-NH"
"1779",2021-05-02,32,"Elkay","US-NH"
"1780",2021-05-16,33,"Elkay","US-NH"
"1781",2021-06-13,33,"Elkay","US-NH"
"1782",2021-07-25,32,"Elkay","US-NH"
"1783",2019-01-06,18,"Elkay","US-NJ"
"1784",2019-01-13,53,"Elkay","US-NJ"
"1785",2019-01-20,18,"Elkay","US-NJ"
"1786",2019-02-03,18,"Elkay","US-NJ"
"1787",2019-02-10,18,"Elkay","US-NJ"
"1788",2019-02-17,53,"Elkay","US-NJ"
"1789",2019-02-24,17,"Elkay","US-NJ"
"1790",2019-03-10,72,"Elkay","US-NJ"
"1791",2019-03-17,53,"Elkay","US-NJ"
"1792",2019-03-24,18,"Elkay","US-NJ"
"1793",2019-03-31,54,"Elkay","US-NJ"
"1794",2019-04-07,18,"Elkay","US-NJ"
"1795",2019-04-14,37,"Elkay","US-NJ"
"1796",2019-05-05,18,"Elkay","US-NJ"
"1797",2019-05-12,36,"Elkay","US-NJ"
"1798",2019-05-19,55,"Elkay","US-NJ"
"1799",2019-06-09,18,"Elkay","US-NJ"
"1800",2019-06-16,36,"Elkay","US-NJ"
"1801",2019-06-23,38,"Elkay","US-NJ"
"1802",2019-06-30,19,"Elkay","US-NJ"
"1803",2019-07-07,18,"Elkay","US-NJ"
"1804",2019-07-14,38,"Elkay","US-NJ"
"1805",2019-07-21,38,"Elkay","US-NJ"
"1806",2019-08-04,19,"Elkay","US-NJ"
"1807",2019-08-11,19,"Elkay","US-NJ"
"1808",2019-08-25,37,"Elkay","US-NJ"
"1809",2019-09-01,18,"Elkay","US-NJ"
"1810",2019-09-08,17,"Elkay","US-NJ"
"1811",2019-09-22,34,"Elkay","US-NJ"
"1812",2019-09-29,52,"Elkay","US-NJ"
"1813",2019-10-06,35,"Elkay","US-NJ"
"1814",2019-10-13,35,"Elkay","US-NJ"
"1815",2019-10-20,69,"Elkay","US-NJ"
"1816",2019-11-03,54,"Elkay","US-NJ"
"1817",2019-11-10,17,"Elkay","US-NJ"
"1818",2019-11-17,52,"Elkay","US-NJ"
"1819",2019-11-24,35,"Elkay","US-NJ"
"1820",2019-12-01,50,"Elkay","US-NJ"
"1821",2019-12-08,51,"Elkay","US-NJ"
"1822",2019-12-15,34,"Elkay","US-NJ"
"1823",2019-12-22,38,"Elkay","US-NJ"
"1824",2019-12-29,18,"Elkay","US-NJ"
"1825",2020-01-12,33,"Elkay","US-NJ"
"1826",2020-01-19,85,"Elkay","US-NJ"
"1827",2020-01-26,49,"Elkay","US-NJ"
"1828",2020-02-02,33,"Elkay","US-NJ"
"1829",2020-02-09,100,"Elkay","US-NJ"
"1830",2020-02-16,17,"Elkay","US-NJ"
"1831",2020-02-23,48,"Elkay","US-NJ"
"1832",2020-03-01,16,"Elkay","US-NJ"
"1833",2020-03-08,16,"Elkay","US-NJ"
"1834",2020-03-22,14,"Elkay","US-NJ"
"1835",2020-04-12,42,"Elkay","US-NJ"
"1836",2020-04-19,27,"Elkay","US-NJ"
"1837",2020-04-26,40,"Elkay","US-NJ"
"1838",2020-05-03,40,"Elkay","US-NJ"
"1839",2020-05-17,28,"Elkay","US-NJ"
"1840",2020-05-24,57,"Elkay","US-NJ"
"1841",2020-06-07,28,"Elkay","US-NJ"
"1842",2020-06-14,57,"Elkay","US-NJ"
"1843",2020-06-28,30,"Elkay","US-NJ"
"1844",2020-07-05,30,"Elkay","US-NJ"
"1845",2020-07-12,16,"Elkay","US-NJ"
"1846",2020-07-19,15,"Elkay","US-NJ"
"1847",2020-07-26,16,"Elkay","US-NJ"
"1848",2020-08-02,31,"Elkay","US-NJ"
"1849",2020-08-09,16,"Elkay","US-NJ"
"1850",2020-08-16,16,"Elkay","US-NJ"
"1851",2020-09-20,15,"Elkay","US-NJ"
"1852",2020-10-04,33,"Elkay","US-NJ"
"1853",2020-10-11,18,"Elkay","US-NJ"
"1854",2020-10-18,55,"Elkay","US-NJ"
"1855",2020-11-01,16,"Elkay","US-NJ"
"1856",2020-11-15,36,"Elkay","US-NJ"
"1857",2020-11-22,54,"Elkay","US-NJ"
"1858",2020-12-06,17,"Elkay","US-NJ"
"1859",2020-12-13,35,"Elkay","US-NJ"
"1860",2021-01-10,18,"Elkay","US-NJ"
"1861",2021-01-17,52,"Elkay","US-NJ"
"1862",2021-02-07,18,"Elkay","US-NJ"
"1863",2021-02-14,18,"Elkay","US-NJ"
"1864",2021-02-21,36,"Elkay","US-NJ"
"1865",2021-04-11,18,"Elkay","US-NJ"
"1866",2021-04-18,55,"Elkay","US-NJ"
"1867",2021-04-25,18,"Elkay","US-NJ"
"1868",2021-05-09,36,"Elkay","US-NJ"
"1869",2021-05-16,18,"Elkay","US-NJ"
"1870",2021-06-06,36,"Elkay","US-NJ"
"1871",2021-06-13,18,"Elkay","US-NJ"
"1872",2021-06-20,19,"Elkay","US-NJ"
"1873",2021-06-27,18,"Elkay","US-NJ"
"1874",2021-07-04,37,"Elkay","US-NJ"
"1875",2021-07-18,37,"Elkay","US-NJ"
"1876",2021-07-25,73,"Elkay","US-NJ"
"1877",2019-03-17,100,"Elkay","US-NM"
"1878",2019-04-07,49,"Elkay","US-NM"
"1879",2019-05-19,51,"Elkay","US-NM"
"1880",2019-07-21,50,"Elkay","US-NM"
"1881",2019-09-08,44,"Elkay","US-NM"
"1882",2019-09-29,90,"Elkay","US-NM"
"1883",2019-10-27,46,"Elkay","US-NM"
"1884",2019-11-10,45,"Elkay","US-NM"
"1885",2019-11-17,45,"Elkay","US-NM"
"1886",2020-01-26,42,"Elkay","US-NM"
"1887",2020-02-02,41,"Elkay","US-NM"
"1888",2020-02-16,41,"Elkay","US-NM"
"1889",2020-04-05,39,"Elkay","US-NM"
"1890",2020-05-03,37,"Elkay","US-NM"
"1891",2020-06-07,39,"Elkay","US-NM"
"1892",2020-07-12,40,"Elkay","US-NM"
"1893",2020-07-26,42,"Elkay","US-NM"
"1894",2020-10-25,45,"Elkay","US-NM"
"1895",2020-11-29,44,"Elkay","US-NM"
"1896",2020-12-27,45,"Elkay","US-NM"
"1897",2021-01-10,87,"Elkay","US-NM"
"1898",2021-01-17,45,"Elkay","US-NM"
"1899",2021-01-24,46,"Elkay","US-NM"
"1900",2021-02-07,46,"Elkay","US-NM"
"1901",2021-02-21,47,"Elkay","US-NM"
"1902",2021-02-28,47,"Elkay","US-NM"
"1903",2021-04-25,45,"Elkay","US-NM"
"1904",2021-05-09,45,"Elkay","US-NM"
"1905",2021-06-20,46,"Elkay","US-NM"
"1906",2021-06-27,46,"Elkay","US-NM"
"1907",2021-07-11,46,"Elkay","US-NM"
"1908",2019-01-06,56,"Elkay","US-NY"
"1909",2019-01-13,26,"Elkay","US-NY"
"1910",2019-01-27,26,"Elkay","US-NY"
"1911",2019-02-03,36,"Elkay","US-NY"
"1912",2019-02-10,75,"Elkay","US-NY"
"1913",2019-02-17,28,"Elkay","US-NY"
"1914",2019-02-24,27,"Elkay","US-NY"
"1915",2019-03-03,25,"Elkay","US-NY"
"1916",2019-03-10,61,"Elkay","US-NY"
"1917",2019-03-17,44,"Elkay","US-NY"
"1918",2019-03-24,66,"Elkay","US-NY"
"1919",2019-03-31,37,"Elkay","US-NY"
"1920",2019-04-07,27,"Elkay","US-NY"
"1921",2019-04-14,57,"Elkay","US-NY"
"1922",2019-04-21,57,"Elkay","US-NY"
"1923",2019-04-28,48,"Elkay","US-NY"
"1924",2019-05-05,52,"Elkay","US-NY"
"1925",2019-05-12,14,"Elkay","US-NY"
