"","date","hits","keyword","geo"
"3404",2020-05-24,33,"elkay","US-AR"
"3405",2020-07-12,36,"elkay","US-AR"
"3406",2020-08-02,37,"elkay","US-AR"
"3407",2020-08-09,36,"elkay","US-AR"
"3408",2020-08-30,31,"elkay","US-AR"
"3409",2020-09-06,100,"elkay","US-AR"
"3410",2020-09-20,65,"elkay","US-AR"
"3411",2020-09-27,71,"elkay","US-AR"
"3412",2020-10-11,40,"elkay","US-AR"
"3413",2020-12-20,41,"elkay","US-AR"
"3414",2021-01-03,36,"elkay","US-AR"
"3415",2021-01-17,37,"elkay","US-AR"
"3416",2021-01-24,36,"elkay","US-AR"
"3417",2021-02-07,36,"elkay","US-AR"
"3418",2021-03-07,37,"elkay","US-AR"
"3419",2021-03-14,34,"elkay","US-AR"
"3420",2021-04-11,76,"elkay","US-AR"
"3421",2021-04-25,38,"elkay","US-AR"
"3422",2021-07-18,39,"elkay","US-AR"
"3423",2019-01-06,42,"elkay","US-CA"
"3424",2019-01-13,42,"elkay","US-CA"
"3425",2019-01-20,60,"elkay","US-CA"
"3426",2019-01-27,50,"elkay","US-CA"
"3427",2019-02-03,58,"elkay","US-CA"
"3428",2019-02-10,50,"elkay","US-CA"
"3429",2019-02-17,17,"elkay","US-CA"
"3430",2019-02-24,49,"elkay","US-CA"
"3431",2019-03-03,50,"elkay","US-CA"
"3432",2019-03-10,34,"elkay","US-CA"
"3433",2019-03-17,52,"elkay","US-CA"
"3434",2019-03-24,70,"elkay","US-CA"
"3435",2019-03-31,27,"elkay","US-CA"
"3436",2019-04-07,53,"elkay","US-CA"
"3437",2019-04-14,18,"elkay","US-CA"
"3438",2019-04-21,71,"elkay","US-CA"
"3439",2019-04-28,43,"elkay","US-CA"
"3440",2019-05-05,52,"elkay","US-CA"
"3441",2019-05-12,26,"elkay","US-CA"
"3442",2019-05-19,43,"elkay","US-CA"
"3443",2019-05-26,35,"elkay","US-CA"
"3444",2019-06-02,17,"elkay","US-CA"
"3445",2019-06-09,52,"elkay","US-CA"
"3446",2019-06-16,44,"elkay","US-CA"
"3447",2019-06-23,54,"elkay","US-CA"
"3448",2019-06-30,56,"elkay","US-CA"
"3449",2019-07-07,52,"elkay","US-CA"
"3450",2019-07-14,63,"elkay","US-CA"
"3451",2019-07-21,18,"elkay","US-CA"
"3452",2019-07-28,100,"elkay","US-CA"
"3453",2019-08-04,63,"elkay","US-CA"
"3454",2019-08-11,62,"elkay","US-CA"
"3455",2019-08-18,26,"elkay","US-CA"
"3456",2019-08-25,51,"elkay","US-CA"
"3457",2019-09-01,42,"elkay","US-CA"
"3458",2019-09-08,41,"elkay","US-CA"
"3459",2019-09-15,41,"elkay","US-CA"
"3460",2019-09-22,57,"elkay","US-CA"
"3461",2019-09-29,67,"elkay","US-CA"
"3462",2019-10-06,40,"elkay","US-CA"
"3463",2019-10-13,33,"elkay","US-CA"
"3464",2019-10-20,80,"elkay","US-CA"
"3465",2019-10-27,73,"elkay","US-CA"
"3466",2019-11-03,49,"elkay","US-CA"
"3467",2019-11-10,24,"elkay","US-CA"
"3468",2019-11-17,40,"elkay","US-CA"
"3469",2019-11-24,34,"elkay","US-CA"
"3470",2019-12-01,79,"elkay","US-CA"
"3471",2019-12-08,73,"elkay","US-CA"
"3472",2019-12-15,51,"elkay","US-CA"
"3473",2019-12-22,38,"elkay","US-CA"
"3474",2019-12-29,9,"elkay","US-CA"
"3475",2020-01-05,25,"elkay","US-CA"
"3476",2020-01-12,40,"elkay","US-CA"
"3477",2020-01-19,72,"elkay","US-CA"
"3478",2020-01-26,31,"elkay","US-CA"
"3479",2020-02-02,71,"elkay","US-CA"
"3480",2020-02-09,72,"elkay","US-CA"
"3481",2020-02-16,87,"elkay","US-CA"
"3482",2020-02-23,37,"elkay","US-CA"
"3483",2020-03-01,22,"elkay","US-CA"
"3484",2020-03-08,36,"elkay","US-CA"
"3485",2020-03-15,28,"elkay","US-CA"
"3486",2020-03-22,29,"elkay","US-CA"
"3487",2020-03-29,14,"elkay","US-CA"
"3488",2020-04-05,50,"elkay","US-CA"
"3489",2020-04-12,55,"elkay","US-CA"
"3490",2020-04-19,20,"elkay","US-CA"
"3491",2020-04-26,34,"elkay","US-CA"
"3492",2020-05-03,81,"elkay","US-CA"
"3493",2020-05-10,62,"elkay","US-CA"
"3494",2020-05-17,21,"elkay","US-CA"
"3495",2020-05-24,14,"elkay","US-CA"
"3496",2020-05-31,41,"elkay","US-CA"
"3497",2020-06-07,63,"elkay","US-CA"
"3498",2020-06-14,72,"elkay","US-CA"
"3499",2020-06-21,30,"elkay","US-CA"
"3500",2020-06-28,38,"elkay","US-CA"
"3501",2020-07-05,30,"elkay","US-CA"
"3502",2020-07-12,30,"elkay","US-CA"
"3503",2020-07-19,46,"elkay","US-CA"
"3504",2020-07-26,30,"elkay","US-CA"
"3505",2020-08-02,45,"elkay","US-CA"
"3506",2020-08-09,30,"elkay","US-CA"
"3507",2020-08-16,57,"elkay","US-CA"
"3508",2020-08-23,35,"elkay","US-CA"
"3509",2020-08-30,49,"elkay","US-CA"
"3510",2020-09-06,42,"elkay","US-CA"
"3511",2020-09-13,28,"elkay","US-CA"
"3512",2020-09-20,36,"elkay","US-CA"
"3513",2020-09-27,46,"elkay","US-CA"
"3514",2020-10-04,16,"elkay","US-CA"
"3515",2020-10-11,9,"elkay","US-CA"
"3516",2020-10-18,62,"elkay","US-CA"
"3517",2020-10-25,36,"elkay","US-CA"
"3518",2020-11-01,36,"elkay","US-CA"
"3519",2020-11-08,26,"elkay","US-CA"
"3520",2020-11-15,26,"elkay","US-CA"
"3521",2020-11-22,27,"elkay","US-CA"
"3522",2020-11-29,42,"elkay","US-CA"
"3523",2020-12-06,61,"elkay","US-CA"
"3524",2020-12-13,18,"elkay","US-CA"
"3525",2020-12-20,10,"elkay","US-CA"
"3526",2020-12-27,18,"elkay","US-CA"
"3527",2021-01-03,26,"elkay","US-CA"
"3528",2021-01-10,43,"elkay","US-CA"
"3529",2021-01-17,25,"elkay","US-CA"
"3530",2021-01-24,42,"elkay","US-CA"
"3531",2021-01-31,79,"elkay","US-CA"
"3532",2021-02-07,97,"elkay","US-CA"
"3533",2021-02-14,45,"elkay","US-CA"
"3534",2021-02-21,61,"elkay","US-CA"
"3535",2021-02-28,35,"elkay","US-CA"
"3536",2021-03-07,18,"elkay","US-CA"
"3537",2021-03-14,40,"elkay","US-CA"
"3538",2021-03-21,71,"elkay","US-CA"
"3539",2021-03-28,35,"elkay","US-CA"
"3540",2021-04-04,27,"elkay","US-CA"
"3541",2021-04-11,52,"elkay","US-CA"
"3542",2021-04-18,79,"elkay","US-CA"
"3543",2021-04-25,62,"elkay","US-CA"
"3544",2021-05-02,44,"elkay","US-CA"
"3545",2021-05-09,9,"elkay","US-CA"
"3546",2021-05-16,44,"elkay","US-CA"
"3547",2021-05-23,44,"elkay","US-CA"
"3548",2021-05-30,27,"elkay","US-CA"
"3549",2021-06-06,27,"elkay","US-CA"
"3550",2021-06-13,43,"elkay","US-CA"
"3551",2021-06-20,72,"elkay","US-CA"
"3552",2021-06-27,18,"elkay","US-CA"
"3553",2021-07-04,36,"elkay","US-CA"
"3554",2021-07-11,53,"elkay","US-CA"
"3555",2021-07-18,63,"elkay","US-CA"
"3556",2021-07-25,35,"elkay","US-CA"
"3557",2019-01-06,42,"elkay","US-CO"
"3558",2019-01-13,21,"elkay","US-CO"
"3559",2019-01-20,42,"elkay","US-CO"
"3560",2019-01-27,42,"elkay","US-CO"
"3561",2019-02-03,20,"elkay","US-CO"
"3562",2019-02-10,41,"elkay","US-CO"
"3563",2019-02-17,20,"elkay","US-CO"
"3564",2019-02-24,61,"elkay","US-CO"
"3565",2019-03-03,21,"elkay","US-CO"
"3566",2019-03-10,41,"elkay","US-CO"
"3567",2019-03-31,21,"elkay","US-CO"
"3568",2019-04-07,21,"elkay","US-CO"
"3569",2019-04-14,43,"elkay","US-CO"
"3570",2019-04-21,21,"elkay","US-CO"
"3571",2019-04-28,21,"elkay","US-CO"
"3572",2019-05-05,21,"elkay","US-CO"
"3573",2019-05-12,44,"elkay","US-CO"
"3574",2019-05-19,22,"elkay","US-CO"
"3575",2019-05-26,23,"elkay","US-CO"
"3576",2019-06-02,22,"elkay","US-CO"
"3577",2019-06-09,22,"elkay","US-CO"
"3578",2019-06-16,22,"elkay","US-CO"
"3579",2019-06-23,66,"elkay","US-CO"
"3580",2019-07-07,65,"elkay","US-CO"
"3581",2019-07-21,44,"elkay","US-CO"
"3582",2019-08-11,42,"elkay","US-CO"
"3583",2019-09-08,39,"elkay","US-CO"
"3584",2019-09-15,59,"elkay","US-CO"
"3585",2019-09-22,100,"elkay","US-CO"
"3586",2019-09-29,61,"elkay","US-CO"
"3587",2019-10-06,20,"elkay","US-CO"
"3588",2019-10-13,82,"elkay","US-CO"
"3589",2019-10-20,20,"elkay","US-CO"
"3590",2019-10-27,59,"elkay","US-CO"
"3591",2019-11-17,20,"elkay","US-CO"
"3592",2019-12-01,59,"elkay","US-CO"
"3593",2019-12-08,79,"elkay","US-CO"
"3594",2019-12-15,41,"elkay","US-CO"
"3595",2020-01-05,20,"elkay","US-CO"
"3596",2020-01-12,19,"elkay","US-CO"
"3597",2020-01-19,60,"elkay","US-CO"
"3598",2020-02-02,38,"elkay","US-CO"
"3599",2020-02-09,19,"elkay","US-CO"
"3600",2020-02-16,39,"elkay","US-CO"
"3601",2020-02-23,37,"elkay","US-CO"
"3602",2020-03-01,37,"elkay","US-CO"
"3603",2020-03-08,18,"elkay","US-CO"
"3604",2020-03-22,18,"elkay","US-CO"
"3605",2020-05-03,17,"elkay","US-CO"
"3606",2020-05-10,35,"elkay","US-CO"
"3607",2020-05-17,36,"elkay","US-CO"
"3608",2020-05-24,55,"elkay","US-CO"
"3609",2020-06-07,18,"elkay","US-CO"
"3610",2020-06-14,36,"elkay","US-CO"
"3611",2020-06-21,18,"elkay","US-CO"
"3612",2020-06-28,38,"elkay","US-CO"
"3613",2020-07-12,37,"elkay","US-CO"
"3614",2020-07-19,19,"elkay","US-CO"
"3615",2020-07-26,37,"elkay","US-CO"
"3616",2020-08-02,55,"elkay","US-CO"
"3617",2020-08-09,18,"elkay","US-CO"
"3618",2020-08-16,54,"elkay","US-CO"
"3619",2020-08-23,17,"elkay","US-CO"
"3620",2020-08-30,35,"elkay","US-CO"
"3621",2020-09-06,54,"elkay","US-CO"
"3622",2020-09-13,36,"elkay","US-CO"
"3623",2020-09-20,90,"elkay","US-CO"
"3624",2020-09-27,39,"elkay","US-CO"
"3625",2020-10-04,20,"elkay","US-CO"
"3626",2020-10-11,22,"elkay","US-CO"
"3627",2020-10-18,44,"elkay","US-CO"
"3628",2020-10-25,22,"elkay","US-CO"
"3629",2020-11-22,22,"elkay","US-CO"
"3630",2020-12-06,20,"elkay","US-CO"
"3631",2020-12-20,22,"elkay","US-CO"
"3632",2020-12-27,21,"elkay","US-CO"
"3633",2021-01-03,20,"elkay","US-CO"
"3634",2021-01-10,41,"elkay","US-CO"
"3635",2021-01-17,20,"elkay","US-CO"
"3636",2021-01-24,20,"elkay","US-CO"
"3637",2021-01-31,21,"elkay","US-CO"
"3638",2021-02-07,21,"elkay","US-CO"
"3639",2021-02-14,21,"elkay","US-CO"
"3640",2021-02-28,21,"elkay","US-CO"
"3641",2021-03-14,39,"elkay","US-CO"
"3642",2021-03-28,21,"elkay","US-CO"
"3643",2021-04-04,21,"elkay","US-CO"
"3644",2021-04-11,42,"elkay","US-CO"
"3645",2021-04-18,21,"elkay","US-CO"
"3646",2021-05-09,21,"elkay","US-CO"
"3647",2021-05-16,66,"elkay","US-CO"
"3648",2021-05-23,22,"elkay","US-CO"
"3649",2021-05-30,22,"elkay","US-CO"
"3650",2021-06-06,43,"elkay","US-CO"
"3651",2021-06-27,22,"elkay","US-CO"
"3652",2021-07-04,44,"elkay","US-CO"
"3653",2021-07-11,21,"elkay","US-CO"
"3654",2019-01-06,32,"elkay","US-CT"
"3655",2019-02-03,32,"elkay","US-CT"
"3656",2019-02-17,64,"elkay","US-CT"
"3657",2019-02-24,61,"elkay","US-CT"
"3658",2019-03-17,33,"elkay","US-CT"
"3659",2019-03-24,32,"elkay","US-CT"
"3660",2019-04-07,67,"elkay","US-CT"
"3661",2019-04-14,35,"elkay","US-CT"
"3662",2019-05-12,100,"elkay","US-CT"
"3663",2019-05-19,34,"elkay","US-CT"
"3664",2019-06-16,68,"elkay","US-CT"
"3665",2019-07-14,35,"elkay","US-CT"
"3666",2019-07-28,36,"elkay","US-CT"
"3667",2019-09-01,32,"elkay","US-CT"
"3668",2019-09-08,31,"elkay","US-CT"
"3669",2019-10-06,94,"elkay","US-CT"
"3670",2019-10-13,63,"elkay","US-CT"
"3671",2019-10-20,31,"elkay","US-CT"
"3672",2019-11-10,30,"elkay","US-CT"
"3673",2019-12-01,29,"elkay","US-CT"
"3674",2019-12-15,61,"elkay","US-CT"
"3675",2019-12-22,34,"elkay","US-CT"
"3676",2020-01-05,30,"elkay","US-CT"
"3677",2020-01-12,29,"elkay","US-CT"
"3678",2020-01-19,30,"elkay","US-CT"
"3679",2020-01-26,56,"elkay","US-CT"
"3680",2020-02-02,28,"elkay","US-CT"
"3681",2020-02-09,87,"elkay","US-CT"
"3682",2020-02-23,56,"elkay","US-CT"
"3683",2020-03-01,28,"elkay","US-CT"
"3684",2020-03-08,56,"elkay","US-CT"
"3685",2020-03-15,54,"elkay","US-CT"
"3686",2020-03-22,25,"elkay","US-CT"
"3687",2020-04-19,24,"elkay","US-CT"
"3688",2020-05-24,26,"elkay","US-CT"
"3689",2020-06-14,27,"elkay","US-CT"
"3690",2020-06-21,27,"elkay","US-CT"
"3691",2020-06-28,55,"elkay","US-CT"
"3692",2020-07-05,55,"elkay","US-CT"
"3693",2020-08-02,31,"elkay","US-CT"
"3694",2020-08-09,87,"elkay","US-CT"
"3695",2020-08-16,29,"elkay","US-CT"
"3696",2020-08-30,27,"elkay","US-CT"
"3697",2020-09-06,27,"elkay","US-CT"
"3698",2020-09-13,26,"elkay","US-CT"
"3699",2020-09-20,27,"elkay","US-CT"
"3700",2020-10-04,29,"elkay","US-CT"
"3701",2020-12-06,60,"elkay","US-CT"
"3702",2020-12-13,31,"elkay","US-CT"
"3703",2020-12-27,31,"elkay","US-CT"
"3704",2021-01-03,29,"elkay","US-CT"
"3705",2021-01-10,30,"elkay","US-CT"
"3706",2021-01-17,30,"elkay","US-CT"
"3707",2021-01-24,30,"elkay","US-CT"
"3708",2021-01-31,30,"elkay","US-CT"
"3709",2021-02-21,92,"elkay","US-CT"
"3710",2021-02-28,31,"elkay","US-CT"
"3711",2021-03-21,32,"elkay","US-CT"
"3712",2021-04-04,96,"elkay","US-CT"
"3713",2021-04-11,32,"elkay","US-CT"
"3714",2021-04-18,32,"elkay","US-CT"
"3715",2021-04-25,31,"elkay","US-CT"
"3716",2021-05-02,32,"elkay","US-CT"
"3717",2021-05-16,32,"elkay","US-CT"
"3718",2021-05-30,32,"elkay","US-CT"
"3719",2021-06-06,65,"elkay","US-CT"
"3720",2021-07-11,32,"elkay","US-CT"
"3721",2021-07-25,33,"elkay","US-CT"
"3722",2019-02-03,96,"elkay","US-DE"
"3723",2019-02-24,90,"elkay","US-DE"
"3724",2019-06-09,100,"elkay","US-DE"
"3725",2019-07-07,96,"elkay","US-DE"
"3726",2019-08-18,95,"elkay","US-DE"
"3727",2019-09-22,89,"elkay","US-DE"
"3728",2019-12-01,85,"elkay","US-DE"
"3729",2020-08-23,77,"elkay","US-DE"
"3730",2020-10-04,82,"elkay","US-DE"
"3731",2020-12-13,85,"elkay","US-DE"
"3732",2021-01-10,84,"elkay","US-DE"
"3733",2021-01-17,83,"elkay","US-DE"
"3734",2019-01-06,30,"elkay","US-FL"
"3735",2019-01-20,40,"elkay","US-FL"
"3736",2019-01-27,40,"elkay","US-FL"
"3737",2019-02-03,20,"elkay","US-FL"
"3738",2019-02-10,20,"elkay","US-FL"
"3739",2019-02-17,29,"elkay","US-FL"
"3740",2019-02-24,38,"elkay","US-FL"
"3741",2019-03-03,48,"elkay","US-FL"
"3742",2019-03-10,19,"elkay","US-FL"
"3743",2019-03-24,49,"elkay","US-FL"
"3744",2019-03-31,29,"elkay","US-FL"
"3745",2019-04-07,73,"elkay","US-FL"
"3746",2019-04-21,11,"elkay","US-FL"
"3747",2019-04-28,32,"elkay","US-FL"
"3748",2019-05-05,11,"elkay","US-FL"
"3749",2019-05-12,54,"elkay","US-FL"
"3750",2019-05-19,22,"elkay","US-FL"
"3751",2019-05-26,100,"elkay","US-FL"
"3752",2019-06-02,33,"elkay","US-FL"
"3753",2019-06-09,75,"elkay","US-FL"
"3754",2019-06-23,43,"elkay","US-FL"
"3755",2019-06-30,33,"elkay","US-FL"
"3756",2019-07-07,11,"elkay","US-FL"
"3757",2019-07-14,11,"elkay","US-FL"
"3758",2019-07-21,21,"elkay","US-FL"
"3759",2019-07-28,75,"elkay","US-FL"
"3760",2019-08-04,32,"elkay","US-FL"
"3761",2019-08-11,32,"elkay","US-FL"
"3762",2019-08-18,52,"elkay","US-FL"
"3763",2019-08-25,10,"elkay","US-FL"
"3764",2019-09-01,19,"elkay","US-FL"
"3765",2019-09-08,59,"elkay","US-FL"
"3766",2019-09-15,30,"elkay","US-FL"
"3767",2019-09-22,20,"elkay","US-FL"
"3768",2019-09-29,10,"elkay","US-FL"
"3769",2019-10-06,20,"elkay","US-FL"
"3770",2019-10-13,49,"elkay","US-FL"
"3771",2019-10-20,19,"elkay","US-FL"
"3772",2019-10-27,78,"elkay","US-FL"
"3773",2019-11-03,38,"elkay","US-FL"
"3774",2019-11-10,38,"elkay","US-FL"
"3775",2019-11-17,39,"elkay","US-FL"
"3776",2019-11-24,20,"elkay","US-FL"
"3777",2019-12-01,10,"elkay","US-FL"
"3778",2019-12-08,10,"elkay","US-FL"
"3779",2019-12-15,38,"elkay","US-FL"
"3780",2019-12-22,30,"elkay","US-FL"
"3781",2019-12-29,38,"elkay","US-FL"
"3782",2020-01-05,54,"elkay","US-FL"
"3783",2020-01-12,52,"elkay","US-FL"
"3784",2020-01-19,45,"elkay","US-FL"
"3785",2020-01-26,26,"elkay","US-FL"
"3786",2020-02-02,26,"elkay","US-FL"
"3787",2020-02-09,35,"elkay","US-FL"
"3788",2020-02-16,25,"elkay","US-FL"
"3789",2020-02-23,25,"elkay","US-FL"
"3790",2020-03-01,8,"elkay","US-FL"
"3791",2020-03-08,8,"elkay","US-FL"
"3792",2020-03-15,51,"elkay","US-FL"
"3793",2020-03-22,25,"elkay","US-FL"
"3794",2020-03-29,16,"elkay","US-FL"
"3795",2020-04-05,32,"elkay","US-FL"
"3796",2020-04-19,31,"elkay","US-FL"
"3797",2020-04-26,24,"elkay","US-FL"
"3798",2020-05-03,32,"elkay","US-FL"
"3799",2020-05-10,32,"elkay","US-FL"
"3800",2020-05-17,41,"elkay","US-FL"
"3801",2020-05-24,17,"elkay","US-FL"
"3802",2020-05-31,32,"elkay","US-FL"
"3803",2020-06-07,33,"elkay","US-FL"
"3804",2020-06-14,17,"elkay","US-FL"
"3805",2020-06-21,52,"elkay","US-FL"
"3806",2020-06-28,26,"elkay","US-FL"
"3807",2020-07-05,9,"elkay","US-FL"
"3808",2020-07-12,63,"elkay","US-FL"
"3809",2020-07-19,27,"elkay","US-FL"
"3810",2020-07-26,46,"elkay","US-FL"
"3811",2020-08-09,18,"elkay","US-FL"
"3812",2020-08-16,45,"elkay","US-FL"
"3813",2020-08-23,18,"elkay","US-FL"
"3814",2020-08-30,26,"elkay","US-FL"
"3815",2020-09-06,26,"elkay","US-FL"
"3816",2020-09-13,26,"elkay","US-FL"
"3817",2020-09-20,26,"elkay","US-FL"
"3818",2020-09-27,72,"elkay","US-FL"
"3819",2020-10-04,18,"elkay","US-FL"
"3820",2020-10-18,29,"elkay","US-FL"
"3821",2020-10-25,10,"elkay","US-FL"
"3822",2020-11-01,16,"elkay","US-FL"
"3823",2020-11-08,9,"elkay","US-FL"
"3824",2020-11-15,29,"elkay","US-FL"
"3825",2020-11-22,10,"elkay","US-FL"
"3826",2020-11-29,46,"elkay","US-FL"
"3827",2020-12-06,19,"elkay","US-FL"
"3828",2020-12-13,10,"elkay","US-FL"
"3829",2020-12-20,40,"elkay","US-FL"
"3830",2020-12-27,10,"elkay","US-FL"
"3831",2021-01-03,18,"elkay","US-FL"
"3832",2021-01-17,27,"elkay","US-FL"
"3833",2021-01-31,64,"elkay","US-FL"
"3834",2021-02-07,9,"elkay","US-FL"
"3835",2021-02-14,9,"elkay","US-FL"
"3836",2021-02-21,46,"elkay","US-FL"
"3837",2021-02-28,36,"elkay","US-FL"
"3838",2021-03-07,55,"elkay","US-FL"
"3839",2021-03-14,51,"elkay","US-FL"
"3840",2021-03-28,36,"elkay","US-FL"
"3841",2021-04-04,9,"elkay","US-FL"
"3842",2021-04-11,45,"elkay","US-FL"
"3843",2021-04-18,27,"elkay","US-FL"
"3844",2021-04-25,37,"elkay","US-FL"
"3845",2021-05-02,9,"elkay","US-FL"
"3846",2021-05-16,28,"elkay","US-FL"
"3847",2021-05-23,38,"elkay","US-FL"
"3848",2021-05-30,29,"elkay","US-FL"
"3849",2021-06-06,19,"elkay","US-FL"
"3850",2021-06-13,37,"elkay","US-FL"
"3851",2021-06-20,29,"elkay","US-FL"
"3852",2021-06-27,19,"elkay","US-FL"
"3853",2021-07-04,29,"elkay","US-FL"
"3854",2021-07-11,39,"elkay","US-FL"
"3855",2021-07-18,39,"elkay","US-FL"
"3856",2021-07-25,29,"elkay","US-FL"
"3857",2019-01-13,20,"elkay","US-GA"
"3858",2019-01-20,20,"elkay","US-GA"
"3859",2019-02-03,100,"elkay","US-GA"
"3860",2019-02-10,21,"elkay","US-GA"
"3861",2019-02-17,21,"elkay","US-GA"
"3862",2019-02-24,20,"elkay","US-GA"
"3863",2019-03-10,21,"elkay","US-GA"
"3864",2019-03-17,43,"elkay","US-GA"
"3865",2019-03-24,64,"elkay","US-GA"
"3866",2019-03-31,91,"elkay","US-GA"
"3867",2019-04-28,56,"elkay","US-GA"
"3868",2019-05-05,17,"elkay","US-GA"
"3869",2019-05-12,43,"elkay","US-GA"
"3870",2019-05-19,23,"elkay","US-GA"
"3871",2019-05-26,22,"elkay","US-GA"
"3872",2019-06-02,20,"elkay","US-GA"
"3873",2019-06-09,21,"elkay","US-GA"
"3874",2019-07-14,43,"elkay","US-GA"
"3875",2019-07-28,20,"elkay","US-GA"
"3876",2019-08-11,38,"elkay","US-GA"
"3877",2019-08-18,57,"elkay","US-GA"
"3878",2019-08-25,38,"elkay","US-GA"
"3879",2019-09-01,55,"elkay","US-GA"
"3880",2019-09-08,37,"elkay","US-GA"
"3881",2019-09-15,19,"elkay","US-GA"
"3882",2019-09-22,18,"elkay","US-GA"
"3883",2019-09-29,18,"elkay","US-GA"
"3884",2019-10-06,59,"elkay","US-GA"
"3885",2019-10-13,57,"elkay","US-GA"
"3886",2019-10-20,19,"elkay","US-GA"
"3887",2019-11-10,55,"elkay","US-GA"
"3888",2019-11-17,39,"elkay","US-GA"
"3889",2019-12-01,19,"elkay","US-GA"
"3890",2019-12-08,17,"elkay","US-GA"
"3891",2019-12-15,38,"elkay","US-GA"
"3892",2019-12-22,21,"elkay","US-GA"
"3893",2019-12-29,20,"elkay","US-GA"
"3894",2020-01-05,56,"elkay","US-GA"
"3895",2020-01-26,34,"elkay","US-GA"
"3896",2020-02-02,54,"elkay","US-GA"
"3897",2020-02-09,36,"elkay","US-GA"
"3898",2020-02-16,36,"elkay","US-GA"
"3899",2020-02-23,18,"elkay","US-GA"
"3900",2020-03-01,16,"elkay","US-GA"
"3901",2020-03-08,32,"elkay","US-GA"
"3902",2020-03-22,15,"elkay","US-GA"
"3903",2020-03-29,15,"elkay","US-GA"
"3904",2020-04-05,48,"elkay","US-GA"
"3905",2020-04-12,15,"elkay","US-GA"
"3906",2020-04-26,16,"elkay","US-GA"
"3907",2020-05-03,15,"elkay","US-GA"
"3908",2020-05-10,62,"elkay","US-GA"
"3909",2020-05-17,16,"elkay","US-GA"
"3910",2020-05-31,16,"elkay","US-GA"
"3911",2020-06-07,31,"elkay","US-GA"
"3912",2020-06-14,16,"elkay","US-GA"
"3913",2020-06-28,16,"elkay","US-GA"
"3914",2020-07-05,16,"elkay","US-GA"
"3915",2020-07-26,16,"elkay","US-GA"
"3916",2020-08-02,32,"elkay","US-GA"
"3917",2020-08-23,46,"elkay","US-GA"
"3918",2020-08-30,31,"elkay","US-GA"
"3919",2020-09-06,16,"elkay","US-GA"
"3920",2020-09-13,30,"elkay","US-GA"
"3921",2020-09-20,47,"elkay","US-GA"
"3922",2020-10-11,53,"elkay","US-GA"
"3923",2020-10-25,36,"elkay","US-GA"
"3924",2020-11-01,15,"elkay","US-GA"
"3925",2020-11-08,17,"elkay","US-GA"
"3926",2020-11-22,19,"elkay","US-GA"
"3927",2020-11-29,17,"elkay","US-GA"
"3928",2020-12-13,54,"elkay","US-GA"
"3929",2021-01-17,17,"elkay","US-GA"
"3930",2021-01-24,17,"elkay","US-GA"
"3931",2021-01-31,17,"elkay","US-GA"
"3932",2021-02-07,17,"elkay","US-GA"
"3933",2021-02-28,35,"elkay","US-GA"
"3934",2021-03-14,32,"elkay","US-GA"
"3935",2021-03-21,17,"elkay","US-GA"
"3936",2021-03-28,18,"elkay","US-GA"
"3937",2021-04-11,17,"elkay","US-GA"
"3938",2021-04-18,52,"elkay","US-GA"
"3939",2021-04-25,18,"elkay","US-GA"
"3940",2021-05-02,18,"elkay","US-GA"
"3941",2021-05-09,35,"elkay","US-GA"
"3942",2021-05-16,18,"elkay","US-GA"
"3943",2021-06-06,18,"elkay","US-GA"
"3944",2021-06-13,36,"elkay","US-GA"
"3945",2021-06-20,18,"elkay","US-GA"
"3946",2021-06-27,36,"elkay","US-GA"
"3947",2021-07-04,19,"elkay","US-GA"
"3948",2021-07-11,18,"elkay","US-GA"
"3949",2021-07-18,73,"elkay","US-GA"
"3950",2021-07-25,18,"elkay","US-GA"
"3951",2019-03-10,46,"elkay","US-HI"
"3952",2019-03-31,47,"elkay","US-HI"
"3953",2019-05-26,100,"elkay","US-HI"
"3954",2019-07-14,50,"elkay","US-HI"
"3955",2019-08-18,95,"elkay","US-HI"
"3956",2019-09-15,46,"elkay","US-HI"
"3957",2019-09-29,47,"elkay","US-HI"
"3958",2019-12-08,47,"elkay","US-HI"
"3959",2020-01-19,44,"elkay","US-HI"
"3960",2020-02-09,42,"elkay","US-HI"
"3961",2020-02-23,40,"elkay","US-HI"
"3962",2020-03-08,40,"elkay","US-HI"
"3963",2020-04-05,39,"elkay","US-HI"
"3964",2020-04-26,39,"elkay","US-HI"
"3965",2020-05-31,41,"elkay","US-HI"
"3966",2020-06-14,85,"elkay","US-HI"
"3967",2020-07-05,45,"elkay","US-HI"
"3968",2020-12-20,52,"elkay","US-HI"
"3969",2021-01-10,47,"elkay","US-HI"
"3970",2021-02-14,96,"elkay","US-HI"
"3971",2021-02-28,48,"elkay","US-HI"
"3972",2021-03-28,47,"elkay","US-HI"
"3973",2021-04-04,48,"elkay","US-HI"
"3974",2021-04-18,47,"elkay","US-HI"
"3975",2021-06-27,47,"elkay","US-HI"
"3976",2019-01-13,97,"elkay","US-ID"
"3977",2019-01-20,49,"elkay","US-ID"
"3978",2019-02-17,48,"elkay","US-ID"
"3979",2019-04-21,51,"elkay","US-ID"
"3980",2019-07-07,100,"elkay","US-ID"
"3981",2019-08-04,51,"elkay","US-ID"
"3982",2019-09-15,45,"elkay","US-ID"
"3983",2019-09-22,45,"elkay","US-ID"
"3984",2019-10-06,46,"elkay","US-ID"
"3985",2019-10-27,93,"elkay","US-ID"
